id,item_name,people_id
9364,pc,95173
9365,laptop,77328
9366,book,4260
9367,book,62515
9368,book,88075
9369,phone,64058
9370,car,53813
9371,iphone,29114
9372,phone,68491
9373,laptop,59904
9374,chair,49175
9375,chair,59162
9376,car,46059
9377,phone,54276
9378,car,89055
9379,phone,52970
9380,book,8800
9381,laptop,90964
9382,chair,67833
9383,iphone,4398
9384,chair,62308
9385,iphone,14417
9386,chair,40378
9387,laptop,59562
9388,iphone,73675
9389,phone,30957
9390,laptop,56151
9391,chair,4784
9392,pc,58223
9393,laptop,77612
9394,book,3545
9395,phone,57675
9396,iphone,53025
9397,phone,15760
9398,book,23990
9399,iphone,53780
9400,car,75318
9401,iphone,10653
9402,book,67095
9403,phone,66462
9404,phone,65848
9405,car,78354
9406,car,50752
9407,phone,75057
9408,phone,89094
9409,car,67506
9410,iphone,66022
9411,car,52403
9412,chair,41276
9413,car,
9414,laptop,87915
9415,iphone,18094
9416,pc,91025
9417,phone,84923
9418,car,91771
9419,car,52621
9420,iphone,3898
9421,phone,24486
9422,car,9139
9423,phone,75743
9424,iphone,1943
9425,phone,76050
9426,book,66711
9427,car,88198
9428,book,20937
9429,phone,20174
9430,phone,26748
9431,car,60771
9432,chair,796
9433,book,40365
9434,book,53113
9435,book,3959
9436,pc,77510
9437,book,87145
9438,pc,
9439,chair,31117
9440,laptop,83851
9441,book,14805
9442,laptop,74131
9443,book,
9444,phone,49857
9445,book,80862
9446,laptop,57565
9447,pc,33877
9448,book,35593
9449,pc,67191
9450,iphone,86335
9451,car,7117
9452,iphone,90929
9453,iphone,9875
9454,phone,14633
9455,phone,731
9456,phone,84003
9457,laptop,88840
9458,chair,84567
9459,book,99038
9460,car,6790
9461,chair,33108
9462,car,94727
9463,iphone,85727
9464,book,193
9465,pc,6079
9466,chair,78522
9467,pc,39104
9468,chair,6281
9469,pc,82457
9470,book,83967
9471,car,
9472,chair,52705
9473,pc,78726
9474,phone,85364
9475,car,39209
9476,car,98600
9477,chair,2521
9478,phone,66537
9479,iphone,44417
9480,book,84783
9481,phone,11641
9482,chair,286
9483,phone,89839
9484,chair,50446
9485,car,61898
9486,phone,2038
9487,book,17494
9488,car,81906
9489,chair,83309
9490,car,55217
9491,pc,34676
9492,laptop,42737
9493,car,82603
9494,iphone,33171
9495,laptop,
9496,iphone,63511
9497,chair,1435
9498,iphone,86759
9499,iphone,21273
9500,iphone,28173
9501,phone,76751
9502,chair,20474
9503,pc,32590
9504,chair,34899
9505,book,92302
9506,chair,49377
9507,iphone,100
9508,pc,38488
9509,pc,17427
9510,car,90401
9511,laptop,46512
9512,pc,55694
9513,laptop,10375
9514,iphone,57621
9515,car,36488
9516,iphone,31859
9517,car,91971
9518,laptop,66849
9519,book,46173
9520,car,59214
9521,phone,48423
9522,laptop,52437
9523,phone,25897
9524,pc,5038
9525,phone,60764
9526,book,69329
9527,phone,9658
9528,pc,40686
9529,book,87369
9530,pc,6618
9531,laptop,68738
9532,phone,53835
9533,book,1452
9534,phone,9525
9535,phone,74605
9536,book,24791
9537,laptop,77333
9538,book,20227
9539,book,79062
9540,car,
9541,book,42023
9542,car,62581
9543,car,
9544,book,93076
9545,phone,24548
9546,laptop,56862
9547,chair,32382
9548,laptop,6403
9549,book,32960
9550,book,12536
9551,laptop,69190
9552,iphone,78576
9553,chair,16522
9554,phone,579
9555,chair,6510
9556,iphone,
9557,iphone,52284
9558,pc,94945
9559,iphone,39971
9560,iphone,29730
9561,car,37256
9562,iphone,9269
9563,pc,2186
9564,pc,75354
9565,phone,83305
9566,car,17353
9567,chair,70798
9568,phone,87996
9569,phone,97292
9570,car,91395
9571,pc,1488
9572,laptop,92985
9573,iphone,67972
9574,pc,30425
9575,chair,63501
9576,phone,13409
9577,book,73229
9578,book,74499
9579,car,4450
9580,iphone,
9581,laptop,17263
9582,chair,86360
9583,laptop,364
9584,phone,53613
9585,chair,56441
9586,book,62952
9587,pc,85411
9588,iphone,38060
9589,car,40582
9590,pc,40285
9591,phone,93168
9592,pc,9508
9593,iphone,86569
9594,book,53045
9595,chair,65038
9596,phone,84195
9597,pc,45824
9598,chair,11293
9599,car,86932
9600,pc,
9601,pc,81528
9602,iphone,78331
9603,iphone,25988
9604,book,27520
9605,phone,39094
9606,iphone,38525
9607,car,
9608,laptop,37566
9609,book,35511
9610,phone,58186
9611,iphone,
9612,phone,29555
9613,laptop,
9614,chair,61660
9615,phone,99228
9616,book,61763
9617,iphone,90185
9618,book,46829
9619,chair,31312
9620,iphone,70544
9621,book,35125
9622,laptop,33527
9623,chair,9617
9624,book,66700
9625,chair,71382
9626,iphone,96548
9627,car,59230
9628,laptop,81153
9629,phone,32620
9630,book,52215
9631,chair,61970
9632,chair,1482
9633,book,1651
9634,iphone,40862
9635,chair,2408
9636,car,93302
9637,book,10673
9638,car,89256
9639,pc,51597
9640,car,96785
9641,iphone,67337
9642,laptop,71301
9643,book,36529
9644,iphone,
9645,iphone,58302
9646,book,19864
9647,phone,79702
9648,iphone,50087
9649,laptop,92968
9650,book,26702
9651,iphone,94481
9652,phone,7273
9653,pc,61397
9654,laptop,2708
9655,book,7002
9656,car,56623
9657,phone,94350
9658,book,5578
9659,book,89063
9660,iphone,91657
9661,book,94750
9662,car,36981
9663,car,12042
9664,pc,19039
9665,car,13141
9666,chair,36133
9667,book,6166
9668,laptop,52342
9669,pc,15637
9670,chair,52858
9671,chair,59614
9672,car,20831
9673,pc,29607
9674,book,88882
9675,chair,35735
9676,laptop,38832
9677,phone,7432
9678,car,88986
9679,car,83961
9680,pc,98397
9681,chair,97766
9682,chair,75011
9683,laptop,75573
9684,laptop,63690
9685,car,53500
9686,pc,23567
9687,pc,99476
9688,book,363
9689,laptop,1783
9690,pc,9656
9691,iphone,2155
9692,pc,72813
9693,phone,50890
9694,book,43338
9695,car,30999
9696,chair,31287
9697,phone,48623
9698,chair,69586
9699,iphone,83006
9700,phone,1050
9701,book,15818
9702,chair,76892
9703,chair,21614
9704,chair,31097
9705,iphone,47819
9706,pc,34379
9707,laptop,26218
9708,car,99218
9709,laptop,91241
9710,book,14694
9711,book,24467
9712,phone,81694
9713,iphone,5635
9714,pc,60747
9715,laptop,64618
9716,laptop,33788
9717,car,82596
9718,book,
9719,chair,97932
9720,book,
9721,laptop,43172
9722,pc,16299
9723,book,73539
9724,chair,78019
9725,phone,45926
9726,book,37092
9727,car,53234
9728,pc,78265
9729,car,19583
9730,chair,64886
9731,chair,53398
9732,phone,53528
9733,chair,18289
9734,laptop,3995
9735,phone,58839
9736,car,99322
9737,phone,53228
9738,chair,46310
9739,car,
9740,laptop,3561
9741,chair,26089
9742,iphone,57831
9743,pc,83205
9744,chair,12306
9745,laptop,45463
9746,book,8105
9747,laptop,33509
9748,laptop,32151
9749,book,57978
9750,book,93015
9751,phone,
9752,iphone,28022
9753,chair,41926
9754,iphone,61281
9755,book,94723
9756,phone,96382
9757,chair,68775
9758,iphone,52148
9759,phone,
9760,laptop,53033
9761,book,43266
9762,phone,72578
9763,pc,42240
9764,iphone,34582
9765,iphone,60293
9766,phone,906
9767,laptop,6445
9768,car,31835
9769,iphone,62134
9770,car,71049
9771,laptop,783
9772,car,73880
9773,pc,79098
9774,laptop,31705
9775,pc,18829
9776,iphone,91567
9777,phone,89471
9778,pc,53067
9779,laptop,24385
9780,car,17481
9781,laptop,21478
9782,car,60317
9783,phone,77822
9784,iphone,21671
9785,phone,31032
9786,book,20899
9787,pc,44321
9788,iphone,17912
9789,pc,2843
9790,book,90274
9791,chair,80851
9792,pc,22962
9793,book,18127
9794,pc,
9795,phone,79252
9796,book,79705
9797,chair,63343
9798,laptop,11023
9799,laptop,90445
9800,laptop,50987
9801,chair,58007
9802,laptop,90403
9803,book,26442
9804,book,
9805,chair,93928
9806,car,37269
9807,pc,20280
9808,pc,56688
9809,iphone,19732
9810,pc,61268
9811,phone,9887
9812,phone,66352
9813,iphone,
9814,phone,39156
9815,iphone,58058
9816,chair,47383
9817,chair,4528
9818,laptop,22212
9819,book,39876
9820,pc,11116
9821,iphone,83927
9822,phone,38995
9823,iphone,65019
9824,laptop,84935
9825,car,99432
9826,laptop,56102
9827,phone,48660
9828,book,56321
9829,car,5244
9830,pc,25022
9831,car,46770
9832,iphone,52892
9833,car,53952
9834,iphone,75192
9835,phone,77989
9836,phone,27376
9837,chair,28519
9838,book,74807
9839,iphone,75276
9840,car,36411
9841,car,
9842,car,78478
9843,iphone,4506
9844,book,41286
9845,car,36974
9846,book,86748
9847,pc,54649
9848,car,38875
9849,pc,97688
9850,pc,
9851,laptop,13294
9852,pc,94188
9853,book,69948
9854,car,86577
9855,car,43194
9856,book,44490
9857,pc,535
9858,iphone,89791
9859,phone,91620
9860,pc,25311
9861,car,69606
9862,iphone,65235
9863,laptop,83489
9864,pc,93733
9865,phone,91237
9866,phone,67291
9867,car,18526
9868,pc,68925
9869,iphone,63318
9870,chair,71651
9871,car,50847
9872,book,91426
9873,chair,
9874,pc,33478
9875,book,52535
9876,laptop,75360
9877,book,35522
9878,phone,89056
9879,laptop,90006
9880,phone,74366
9881,car,25270
9882,iphone,485
9883,car,58297
9884,pc,15640
9885,chair,7779
9886,book,54680
9887,chair,17355
9888,chair,42290
9889,laptop,96004
9890,phone,53261
9891,laptop,87229
9892,book,42267
9893,laptop,46985
9894,phone,22563
9895,laptop,35992
9896,chair,50648
9897,book,68291
9898,car,69593
9899,car,89560
9900,chair,54358
9901,phone,42610
9902,chair,33644
9903,car,9006
9904,car,80166
9905,phone,647
9906,pc,26439
9907,pc,70046
9908,phone,30589
9909,car,61597
9910,car,8326
9911,phone,32132
9912,phone,81554
9913,laptop,35098
9914,pc,67199
9915,iphone,22722
9916,chair,43618
9917,iphone,80145
9918,iphone,3984
9919,book,36435
9920,iphone,35273
9921,iphone,76530
9922,car,8678
9923,car,78168
9924,phone,75478
9925,phone,35748
9926,laptop,
9927,book,27491
9928,laptop,35428
9929,book,41651
9930,chair,46391
9931,car,98538
9932,iphone,66773
9933,chair,65308
9934,iphone,29199
9935,book,2469
9936,laptop,82304
9937,car,18396
9938,iphone,
9939,chair,80870
9940,laptop,85285
9941,car,5805
9942,car,11799
9943,laptop,78704
9944,car,68234
9945,laptop,2301
9946,phone,40917
9947,pc,12631
9948,book,87161
9949,phone,69807
9950,phone,79909
9951,laptop,
9952,chair,8741
9953,book,96706
9954,laptop,
9955,iphone,20836
9956,pc,68417
9957,car,79478
9958,laptop,68157
9959,car,67410
9960,car,13896
9961,book,32072
9962,iphone,22061
9963,phone,84256
9964,laptop,49380
9965,iphone,36693
9966,pc,62988
9967,laptop,27497
9968,chair,58124
9969,pc,50324
9970,phone,77379
9971,pc,84179
9972,iphone,12094
9973,car,11839
9974,phone,19605
9975,laptop,50001
9976,car,44549
9977,book,81639
9978,book,3067
9979,phone,30876
9980,pc,18928
9981,pc,15603
9982,phone,75926
9983,chair,
9984,pc,89038
9985,car,4707
9986,iphone,99996
9987,phone,35747
9988,car,71061
9989,iphone,7291
9990,iphone,36774
9991,car,58540
9992,book,34011
9993,chair,58349
9994,phone,41140
9995,pc,10144
9996,car,71387
9997,book,5215
9998,car,27542
9999,phone,46234
10000,book,64764
10001,book,76156
10002,laptop,79760
10003,car,51197
10004,pc,72080
10005,pc,72154
10006,book,26917
10007,book,20388
10008,chair,52244
10009,chair,77814
10010,phone,23646
10011,chair,87543
10012,book,43743
10013,iphone,71673
10014,chair,74327
10015,iphone,68549
10016,iphone,85939
10017,car,66944
10018,car,3480
10019,iphone,923
10020,phone,99670
10021,car,
10022,chair,6170
10023,phone,28763
10024,phone,77264
10025,book,72519
10026,book,29347
10027,laptop,67027
10028,iphone,57233
10029,iphone,59522
10030,chair,41442
10031,chair,42978
10032,phone,54233
10033,car,95630
10034,car,25035
10035,laptop,58470
10036,chair,57967
10037,pc,22388
10038,car,28576
10039,chair,44599
10040,iphone,41719
10041,phone,4290
10042,laptop,12270
10043,book,79102
10044,iphone,29182
10045,book,36720
10046,laptop,48187
10047,book,13719
10048,chair,40444
10049,phone,
10050,iphone,13422
10051,car,29729
10052,iphone,6451
10053,pc,58191
10054,chair,98310
10055,phone,69968
10056,book,4911
10057,book,59026
10058,book,7004
10059,car,30424
10060,iphone,
10061,car,34997
10062,laptop,38262
10063,laptop,62000
10064,book,3242
10065,car,
10066,car,95109
10067,car,39080
10068,car,56623
10069,pc,80367
10070,laptop,99402
10071,phone,27303
10072,car,76322
10073,phone,92591
10074,pc,92183
10075,iphone,57564
10076,pc,51577
10077,book,27312
10078,iphone,74047
10079,car,73296
10080,laptop,86755
10081,laptop,29723
10082,pc,11858
10083,phone,96519
10084,laptop,45476
10085,iphone,70456
10086,pc,50995
10087,chair,27171
10088,laptop,50371
10089,car,33371
10090,phone,16034
10091,laptop,75012
10092,laptop,85236
10093,chair,63839
10094,laptop,79922
10095,chair,57927
10096,chair,21176
10097,pc,87084
10098,chair,72327
10099,chair,37575
10100,chair,39302
10101,car,62850
10102,phone,7677
10103,iphone,73721
10104,pc,58949
10105,laptop,16837
10106,book,16433
10107,book,87089
10108,iphone,
10109,pc,3758
10110,car,83154
10111,laptop,
10112,iphone,95159
10113,iphone,92678
10114,car,73115
10115,pc,59299
10116,phone,97813
10117,phone,
10118,phone,10218
10119,chair,41084
10120,iphone,31524
10121,laptop,4203
10122,pc,16777
10123,pc,28859
10124,laptop,71331
10125,chair,27362
10126,iphone,55492
10127,book,55178
10128,phone,97041
10129,chair,59289
10130,book,19624
10131,iphone,52901
10132,chair,3526
10133,book,32153
10134,car,8213
10135,phone,51832
10136,laptop,40261
10137,pc,49400
10138,car,72035
10139,phone,98514
10140,pc,8714
10141,book,98361
10142,laptop,84259
10143,phone,83061
10144,laptop,99343
10145,pc,63696
10146,iphone,34433
10147,car,79672
10148,chair,71771
10149,laptop,23448
10150,iphone,44993
10151,chair,27300
10152,car,35531
10153,car,89567
10154,laptop,52341
10155,phone,69919
10156,book,104
10157,laptop,31614
10158,pc,47342
10159,laptop,96853
10160,iphone,89998
10161,phone,25948
10162,pc,15002
10163,laptop,77117
10164,phone,61152
10165,book,28004
10166,chair,90204
10167,chair,76436
10168,laptop,57778
10169,phone,55695
10170,chair,6785
10171,iphone,49017
10172,book,13094
10173,iphone,62970
10174,pc,27017
10175,book,12071
10176,chair,56771
10177,phone,22391
10178,iphone,1937
10179,phone,10173
10180,book,5942
10181,book,82688
10182,book,39477
10183,pc,59525
10184,car,84189
10185,book,301
10186,pc,75784
10187,iphone,94566
10188,chair,34508
10189,pc,25713
10190,chair,6919
10191,pc,24250
10192,book,43940
10193,iphone,43927
10194,iphone,42787
10195,car,37788
10196,iphone,37915
10197,car,52915
10198,phone,13513
10199,laptop,41911
10200,iphone,18568
10201,chair,52664
10202,phone,26975
10203,car,18435
10204,pc,17908
10205,laptop,41879
10206,pc,76953
10207,pc,23081
10208,chair,18328
10209,iphone,86934
10210,iphone,6076
10211,car,99374
10212,pc,40205
10213,pc,13242
10214,pc,22847
10215,laptop,49654
10216,chair,20751
10217,pc,33313
10218,laptop,53965
10219,iphone,16546
10220,pc,65614
10221,phone,39052
10222,book,652
10223,pc,67108
10224,phone,35077
10225,pc,95640
10226,car,46741
10227,pc,59482
10228,iphone,81933
10229,car,36271
10230,iphone,83489
10231,iphone,81504
10232,phone,46689
10233,phone,12073
10234,laptop,50285
10235,phone,43583
10236,book,35063
10237,phone,51129
10238,pc,32281
10239,car,7940
10240,book,54590
10241,laptop,61961
10242,car,
10243,pc,76232
10244,iphone,37819
10245,phone,35493
10246,car,94329
10247,laptop,44310
10248,pc,91585
10249,iphone,53440
10250,pc,75574
10251,book,98033
10252,pc,26548
10253,iphone,50889
10254,phone,19757
10255,laptop,62235
10256,chair,59987
10257,car,54833
10258,pc,71703
10259,pc,27853
10260,iphone,71896
10261,laptop,56251
10262,pc,3425
10263,phone,51550
10264,iphone,38801
10265,book,83743
10266,pc,98572
10267,car,86150
10268,chair,46463
10269,car,65548
10270,chair,67537
10271,iphone,60542
10272,chair,3030
10273,phone,62126
10274,pc,61804
10275,iphone,533
10276,chair,80418
10277,phone,72599
10278,iphone,18341
10279,phone,75214
10280,pc,16054
10281,laptop,25750
10282,book,57936
10283,phone,84206
10284,laptop,98129
10285,book,
10286,iphone,92082
10287,laptop,53144
10288,pc,25068
10289,book,18178
10290,iphone,77153
10291,iphone,1487
10292,pc,75059
10293,laptop,87155
10294,chair,
10295,chair,54212
10296,iphone,94189
10297,laptop,11590
10298,book,88111
10299,chair,72181
10300,pc,28924
10301,book,13746
10302,phone,45862
10303,car,3609
10304,chair,94164
10305,pc,35665
10306,iphone,99800
10307,car,29677
10308,pc,35638
10309,pc,87278
10310,phone,86086
10311,car,89869
10312,laptop,13158
10313,laptop,73839
10314,book,34773
10315,chair,9326
10316,car,78708
10317,pc,32905
10318,book,52488
10319,chair,
10320,book,77373
10321,iphone,3265
10322,chair,86003
10323,pc,5066
10324,pc,54687
10325,car,15606
10326,phone,4322
10327,iphone,
10328,book,32302
10329,laptop,26289
10330,laptop,97349
10331,laptop,34227
10332,pc,
10333,pc,9789
10334,phone,62659
10335,book,
10336,chair,77552
10337,chair,71243
10338,phone,42457
10339,car,91998
10340,chair,15205
10341,pc,92461
10342,chair,40558
10343,car,17741
10344,laptop,87688
10345,car,68256
10346,book,11569
10347,laptop,17369
10348,car,82837
10349,laptop,63514
10350,iphone,79635
10351,pc,
10352,phone,48300
10353,phone,56190
10354,pc,31305
10355,book,10445
10356,chair,65446
10357,laptop,14575
10358,iphone,
10359,chair,37521
10360,pc,19890
10361,chair,6276
10362,chair,10800
10363,laptop,6736
10364,phone,56799
10365,iphone,8707
10366,phone,45140
10367,laptop,42359
10368,pc,65122
10369,iphone,9837
10370,chair,47616
10371,laptop,8520
10372,iphone,71146
10373,book,36165
10374,book,47040
10375,phone,37005
10376,book,78365
10377,pc,
10378,chair,77443
10379,iphone,44660
10380,phone,86954
10381,phone,47718
10382,car,19089
10383,car,
10384,phone,11327
10385,phone,52980
10386,pc,47398
10387,phone,33946
10388,phone,62444
10389,chair,10879
10390,laptop,85709
10391,laptop,29161
10392,chair,
10393,phone,55178
10394,car,5311
10395,car,58337
10396,car,674
10397,chair,
10398,car,70974
10399,book,35644
10400,car,63682
10401,pc,1010
10402,phone,25188
10403,book,15953
10404,laptop,86455
10405,pc,18720
10406,book,22936
10407,book,1726
10408,book,42826
10409,car,25245
10410,laptop,
10411,book,4187
10412,chair,5113
10413,iphone,35124
10414,phone,15181
10415,pc,13340
10416,iphone,32279
10417,laptop,41211
10418,pc,58064
10419,pc,84296
10420,book,1003
10421,car,37914
10422,chair,87150
10423,laptop,
10424,book,
10425,book,68706
10426,pc,70837
10427,chair,3110
10428,laptop,37709
10429,car,43178
10430,pc,80381
10431,laptop,16547
10432,car,99739
10433,chair,34424
10434,laptop,53738
10435,car,96044
10436,iphone,4772
10437,pc,66838
10438,iphone,79985
10439,pc,29099
10440,car,73301
10441,iphone,3268
10442,iphone,
10443,phone,15126
10444,iphone,29087
10445,car,95077
10446,iphone,31398
10447,car,78153
10448,book,43507
10449,book,45151
10450,phone,77641
10451,book,2733
10452,book,24454
10453,book,86
10454,car,56351
10455,book,90370
10456,laptop,20083
10457,book,71201
10458,phone,8739
10459,iphone,43458
10460,phone,30609
10461,phone,48661
10462,phone,10878
10463,phone,58216
10464,phone,29185
10465,phone,9058
10466,laptop,72330
10467,chair,28829
10468,iphone,36746
10469,pc,52228
10470,book,83905
10471,book,38765
10472,laptop,65391
10473,car,42350
10474,car,1199
10475,book,24141
10476,pc,32837
10477,pc,67146
10478,chair,35901
10479,chair,16517
10480,laptop,43384
10481,laptop,52208
10482,book,70068
10483,laptop,36934
10484,car,
10485,chair,65403
10486,book,1959
10487,pc,48355
10488,phone,99993
10489,pc,18926
10490,book,88559
10491,book,23761
10492,pc,42225
10493,iphone,18258
10494,book,6041
10495,laptop,18326
10496,book,24093
10497,iphone,11881
10498,phone,63618
10499,laptop,
10500,book,17173
10501,chair,53381
10502,phone,23177
10503,chair,31554
10504,book,53230
10505,phone,62238
10506,car,
10507,chair,16541
10508,car,4327
10509,pc,30228
10510,book,5918
10511,laptop,46962
10512,chair,5909
10513,phone,76682
10514,chair,31373
10515,iphone,48977
10516,book,79193
10517,phone,8099
10518,chair,2841
10519,pc,84938
10520,laptop,49385
10521,pc,44631
10522,phone,88737
10523,laptop,8387
10524,book,46386
10525,book,95301
10526,phone,81480
10527,car,29740
10528,chair,45105
10529,iphone,28468
10530,pc,10858
10531,phone,61436
10532,phone,70054
10533,car,43450
10534,phone,96195
10535,laptop,58187
10536,chair,15501
10537,book,99213
10538,laptop,80514
10539,iphone,10522
10540,iphone,65398
10541,phone,
10542,iphone,7656
10543,laptop,61725
10544,iphone,54799
10545,chair,75431
10546,pc,91788
10547,iphone,71754
10548,chair,9722
10549,car,7847
10550,pc,9076
10551,iphone,62712
10552,iphone,57907
10553,chair,62629
10554,iphone,43948
10555,pc,26007
10556,iphone,70667
10557,laptop,9386
10558,car,83330
10559,book,84819
10560,book,28923
10561,phone,37495
10562,car,40837
10563,pc,3790
10564,iphone,44125
10565,car,74684
10566,car,91342
10567,pc,92148
10568,iphone,18769
10569,laptop,78569
10570,iphone,49820
10571,phone,16621
10572,phone,70172
10573,iphone,64341
10574,iphone,89523
10575,phone,74727
10576,chair,44672
10577,pc,18279
10578,chair,36017
10579,iphone,50834
10580,car,91793
10581,phone,24115
10582,phone,28878
10583,car,8337
10584,car,23996
10585,laptop,45275
10586,pc,
10587,pc,47897
10588,iphone,98483
10589,phone,53835
10590,laptop,67018
10591,laptop,20937
10592,pc,75727
10593,laptop,15769
10594,chair,81982
10595,pc,54168
10596,book,74381
10597,phone,69970
10598,laptop,18742
10599,car,55273
10600,car,58629
10601,phone,23504
10602,book,96953
10603,laptop,80463
10604,phone,28247
10605,laptop,35296
10606,car,17169
10607,book,57289
10608,car,48660
10609,chair,25674
10610,laptop,60485
10611,book,
10612,iphone,91650
10613,iphone,819
10614,laptop,64585
10615,iphone,17949
10616,laptop,68124
10617,laptop,6807
10618,phone,30169
10619,iphone,17557
10620,chair,72810
10621,iphone,18876
10622,car,58288
10623,iphone,20455
10624,iphone,74368
10625,iphone,41504
10626,chair,51735
10627,phone,95662
10628,phone,25838
10629,phone,87936
10630,pc,68186
10631,phone,14788
10632,chair,
10633,car,3547
10634,car,6423
10635,iphone,38296
10636,book,16580
10637,phone,71190
10638,pc,98662
10639,pc,59160
10640,iphone,3006
10641,car,90615
10642,book,65374
10643,iphone,11245
10644,iphone,1143
10645,car,88759
10646,laptop,37491
10647,phone,78563
10648,pc,48558
10649,phone,93741
10650,car,24614
10651,pc,48443
10652,car,73914
10653,pc,85601
10654,car,14192
10655,laptop,14381
10656,phone,69546
10657,iphone,92862
10658,iphone,6394
10659,pc,
10660,iphone,83744
10661,car,4682
10662,laptop,8930
10663,chair,35643
10664,pc,53171
10665,phone,44555
10666,chair,43276
10667,pc,85790
10668,chair,84636
10669,pc,60041
10670,laptop,6545
10671,pc,83776
10672,chair,52863
10673,book,49995
10674,laptop,63839
10675,car,71947
10676,laptop,79717
10677,chair,60632
10678,car,13462
10679,phone,69090
10680,iphone,92180
10681,pc,13478
10682,phone,47947
10683,book,55612
10684,car,55364
10685,chair,74879
10686,phone,50512
10687,phone,96448
10688,iphone,87031
10689,pc,8607
10690,phone,94295
10691,laptop,43625
10692,book,24850
10693,laptop,70663
10694,chair,55310
10695,laptop,19654
10696,book,47807
10697,pc,
10698,book,99756
10699,book,20869
10700,phone,18615
10701,chair,91802
10702,phone,5677
10703,chair,70703
10704,car,55747
10705,phone,79266
10706,car,26528
10707,chair,67559
10708,laptop,60558
10709,pc,50364
10710,phone,84849
10711,pc,9126
10712,iphone,96816
10713,iphone,41934
10714,pc,48577
10715,laptop,31267
10716,chair,61225
10717,car,1003
10718,book,61853
10719,pc,1045
10720,iphone,29328
10721,book,21878
10722,phone,61491
10723,phone,99046
10724,chair,99608
10725,book,41817
10726,pc,63010
10727,iphone,51109
10728,pc,78976
10729,chair,10871
10730,pc,18554
10731,iphone,18456
10732,pc,38045
10733,phone,88841
10734,chair,86330
10735,phone,90667
10736,iphone,61558
10737,chair,93298
10738,phone,88847
10739,book,62224
10740,chair,93031
10741,book,52266
10742,phone,53309
10743,laptop,79875
10744,iphone,68683
10745,car,37692
10746,car,2289
10747,book,19967
10748,pc,36903
10749,pc,
10750,phone,47779
10751,pc,81807
10752,pc,
10753,pc,11566
10754,book,33865
10755,pc,
10756,iphone,2785
10757,laptop,62683
10758,iphone,6562
10759,car,64597
10760,car,14980
10761,chair,43090
10762,chair,12606
10763,chair,92908
10764,car,54926
10765,chair,4285
10766,pc,73469
10767,book,87742
10768,laptop,44074
10769,book,72916
10770,car,41765
10771,laptop,93550
10772,pc,11699
10773,book,37183
10774,book,74728
10775,chair,50384
10776,pc,
10777,iphone,54154
10778,iphone,37176
10779,iphone,20416
10780,chair,12008
10781,phone,86166
10782,phone,19169
10783,car,40681
10784,phone,34585
10785,car,21816
10786,iphone,16847
10787,laptop,4506
10788,iphone,88513
10789,iphone,71578
10790,phone,11319
10791,laptop,49412
10792,car,11274
10793,book,44291
10794,laptop,18774
10795,phone,52513
10796,iphone,7473
10797,iphone,25971
10798,pc,55156
10799,car,28451
10800,phone,99959
10801,car,1686
10802,chair,7453
10803,iphone,6870
10804,book,77154
10805,pc,58113
10806,book,465
10807,car,69690
10808,chair,84370
10809,pc,36527
10810,chair,78661
10811,car,89514
10812,chair,30161
10813,chair,92573
10814,pc,54677
10815,phone,54720
10816,phone,84239
10817,chair,10793
10818,pc,
10819,iphone,68146
10820,chair,99750
10821,book,60144
10822,iphone,
10823,car,490
10824,car,94084
10825,pc,11570
10826,chair,
10827,iphone,27799
10828,iphone,32048
10829,chair,56708
10830,phone,79254
10831,phone,38039
10832,pc,76615
10833,chair,18341
10834,iphone,30511
10835,phone,
10836,iphone,84887
10837,chair,13611
10838,phone,55986
10839,phone,12883
10840,book,52183
10841,car,86271
10842,book,28409
10843,phone,56681
10844,book,87136
10845,iphone,11505
10846,iphone,83870
10847,pc,52627
10848,pc,24127
10849,phone,58176
10850,book,67486
10851,chair,90149
10852,pc,52046
10853,chair,42580
10854,pc,83994
10855,book,93601
10856,book,
10857,chair,76124
10858,book,41679
10859,book,17770
10860,laptop,62471
10861,phone,56863
10862,laptop,
10863,car,38847
10864,chair,24636
10865,book,97262
10866,book,3843
10867,chair,38129
10868,chair,14334
10869,car,63287
10870,book,74928
10871,chair,
10872,pc,46200
10873,car,12165
10874,book,10522
10875,iphone,40418
10876,book,7350
10877,car,5713
10878,chair,24069
10879,laptop,92275
10880,iphone,58616
10881,book,64392
10882,laptop,6526
10883,iphone,2183
10884,car,25713
10885,chair,95824
10886,pc,1729
10887,chair,51304
10888,car,64671
10889,laptop,98859
10890,chair,84296
10891,book,23744
10892,pc,24776
10893,phone,15606
10894,iphone,50389
10895,pc,1787
10896,car,
10897,iphone,17839
10898,car,22644
10899,phone,55505
10900,pc,75263
10901,phone,61547
10902,car,37785
10903,chair,42812
10904,phone,90489
10905,chair,99960
10906,laptop,86945
10907,book,53478
10908,iphone,65016
10909,laptop,49863
10910,book,27299
10911,laptop,33181
10912,laptop,43293
10913,iphone,49914
10914,iphone,71954
10915,book,54897
10916,laptop,67385
10917,pc,35083
10918,book,38885
10919,book,29968
10920,iphone,46291
10921,iphone,56224
10922,iphone,54590
10923,car,56908
10924,phone,67840
10925,laptop,3840
10926,car,60387
10927,phone,61734
10928,chair,79816
10929,laptop,85255
10930,phone,79964
10931,book,85043
10932,laptop,95525
10933,phone,
10934,iphone,70198
10935,chair,94903
10936,car,7808
10937,laptop,
10938,chair,69731
10939,laptop,21651
