id,Title
1036,Economics and Policies of Climate Change
1037,Medical Terminology III
1038,IELTS Listening and Speaking Sections Skills Mastery
1039,Advanced Styling with Responsive Design
1040,Design and Build a Data Warehouse for Business Intelligence Implementation
1041,Building High-Performing Teams
1042,Supply Chain Optimization
1043,The Data Science of Health Informatics
1044,Statistics for International Business
1045,Business Transformation with Google Cloud
1046,Introduction to Big Data
1047,Financing for Startup Businesses
1048,Value-Based Care: Quality Improvement in Organizations
1049,Artificial Intelligence and legal issues
1050,"Work Smarter, Not Harder: Time Management for Personal & Professional Productivity"
1051,Evaluating User Interfaces
1052,Decentralized Finance (DeFi) Infrastructure
1053,Machine Learning Algorithms with R in Business Analytics
1054,FinTech Risk Management
1055,Google Docs
1056,Startup Valuation Methods
1057,Research Instruments and Research Hypotheses
1058,C Programming: Getting Started - 1
1059,Algebra: Elementary to Advanced - Functions & Applications
1060,Build personal resilience
1061,Google Drive
1062,Supply Chain Planning
1063,Cyber Attack Countermeasures
1064,Foundations of Business Strategy
1065,Intermediate Grammar Project
1066,Data Structures
1067,JSON and Natural Language Processing in PostgreSQL
1068,Positive Psychology: Applications and Interventions
1069,Data Science in Real Life
1070,Simple Regression Analysis in Public Health 
1071,Managing Cybersecurity Incidents and Disasters
1072,Digital Fashion Industry
1073,Salesforce Capstone: Organization Integration
1074,Advanced Application Management with Red Hat OpenShift
1075,International Marketing & Cross Industry Growth Capstone Project  
1076,Project Planning and Execution
1077,Value-Based Care: Introduction to Value-Based Care and the U.S. Healthcare System
1078,Patent Law
1079,Meeting Investors' Goals
1080,Fundraising and Development Foundations
1081,Clinical Data Models and Data Quality Assessments
1082,Combinatorics and Probability
1083,Graph Analytics for Big Data
1084,La gestión de los riesgos y la administración de los cambios en el proyecto
1085,Natural Language Processing with Probabilistic Models
1086,Robotics: Aerial Robotics
1087,Introduction to Java and Object-Oriented Programming
1088,"Credential Access, discovery, lateral movement & collection"
1089,SQL for Data Science Capstone Project
1090,"Comparing Genes, Proteins, and Genomes (Bioinformatics III)"
1091,Introduction to Systems Biology
1092,Linux Server Management and Security
1093,A Blueprint for Success – Your Video Pre-Production
1094,Leading Organizations
1095,Applied Text Mining in Python
1096,Launch Strategy: 5 Steps to Capstone Experience
1097,Google Cloud Fundamentals: Core Infrastructure
1098,3D Printing Hardware
1099,Design Thinking: Ideas to Action
1100,Construction Scheduling
1101,Introduction to User Experience Principles and Processes
1102,Explore Core Data Concepts in Microsoft Azure
1103,Computational Methods in Pricing and Model Calibration
1104,Google Meet
1105,Fundamentals of Finance
1106,"Sustainable Business: Big Issues, Big Changes"
1107,Software Product Management Capstone
1108,Strategic Procurement and Sourcing Conclusions
1109,Data Visualization with Advanced Excel
1110,Object-Oriented Hierarchies in Java
1111,Developing Cloud Native Applications
1112,History of Mental Illness
1113,Moneyball and Beyond
1114,European Business Law: Competing in Europe
1115,Digital Forensics Essentials (DFE)
1116,Convolutional Neural Networks
1117,Management Fundamentals
1118,Advanced Writing
1119,Fundamentals of International Business
1120,Strategic Career Self-Management
1121,FPGA Capstone:  Building FPGA Projects
1122,Hypothesis Testing in Public Health 
1123,Project: Writing a Research Paper
1124,Magnetics for Power Electronic Converters
1125,Google Sheets - Advanced Topics
1126,Scripting with Python and SQL for Data Engineering
1127,Advanced Manufacturing Enterprise
1128,Project Management: The Basics for Success
1129,Speaking to inform:  Discussing complex ideas with clear explanations and dynamic slides
1130,The Roles and Responsibilities of Nonprofit Boards of Directors within the Governance Process
1131,Copyright Law in the Music Business
1132,Advanced Grammar & Punctuation Project
1133,Principles of Computing (Part 2)
1134,Marketing Mix Implementation Capstone 
1135,Wharton Entrepreneurship Capstone
1136,Modern Data Warehouse Analytics in Microsoft Azure
1137,Optimize ML Models and Deploy Human-in-the-Loop Pipelines
1138,Inteligencia artificial: proyecto final
1139,Artificial Creativity
1140,Forex - Trading Around the World
1141,Building Your Leadership Skills
1142,AWS Cloud Technical Essentials
1143,"Modern Robotics, Course 4:  Robot Motion Planning and Control"
1144,"Divide and Conquer, Sorting and Searching, and Randomized Algorithms"
1145,Aromatherapy: Clinical Use of Essential Oils
1146,Diseño de Proyectos de Desarrollo
1147,"Career planning: Your career, your life"
1148,Solución de problemas y toma de decisiones
1149,Tools for Data Science
1150,The Control Phase for the 6 σ Black Belt
1151,Linux System Administration with IBM Power Systems
1152,Google Cloud Fundamentals: Core Infrastructure
1153,Design Patterns
1154,Human Resources Management Capstone: HR for People Managers
1155,Principles of Photo Composition and Digital Image Post-Production
1156,Google Sheets - Advanced Topics en español
1157,Sensor Manufacturing and Process Control
1158,Machine Learning: Regression
1159,Inclusive Analytic Techniques
1160,Autodesk Fusion 360 Integrated CAD/CAM/CAE
1161,Introduction to Clinical Data Science
1162,"Data Wrangling, Analysis and AB Testing with SQL"
1163,"Execution, persistence, privilege escalation and evasion"
1164,Understanding Financial Statements: Company Position
1165,Excel Power Tools for Data Analysis
1166,"Functions, Methods, and Interfaces in Go"
1167,Introduction to Software Testing
1168,"Everyday Excel, Part 1"
1169,Ordered Data Structures
1170,Training and Learning Programs for Volunteer Community Health Workers
1171,Designing the Organization
1172,Cloud Data Engineering
1173,Developing a Google SRE Culture
1174,Project Management Project
1175,Entrepreneurship 4: Financing and Profitability
1176,"Custom Models, Layers, and Loss Functions with TensorFlow"
1177,Factorial and Fractional Factorial Designs
1178,Applied AI with DeepLearning
1179,A Technical Leader's Qualities and Effectiveness
1180,Mathematical Biostatistics Boot Camp 2
1181,Managerial Economics and Business Analysis Capstone
1182,International Marketing Entry and Execution
1183,Build Better Generative Adversarial Networks (GANs)
1184,Noun Clauses and Conditionals
1185,Machine Learning: Classification
1186,Leading Teams: Building Effective Team Cultures
1187,"Intro to AR/VR/MR/XR: Technologies, Applications & Issues"
1188,Career Self-Management Advanced Certification
1189,Brand New Brand
1190,Writing Stories About Ourselves
1191,Managing the Organization
1192,Cryptocurrency and Blockchain: An Introduction to Digital Currencies
1193,Critical Thinking Skills for the Professional
1194,Social Media and Digital Marketing Fundamentals
1195,Functional Programming Principles in Scala
1196,Introduction to Cloud Computing
1197,Planned Giving
1198,Measuring the Success of a Patient Safety or Quality Improvement Project (Patient Safety VI)
1199,Financial Accounting: Advanced Topics
1200,Immunology: Immune System and Infectious Diseases
1201,Public Speaking and Presentations 
1202,"Medical Emergencies: CPR, Toxicology, and Wilderness"
1203,Design Thinking for Innovation
1204, Supervised Machine Learning: Classification
1205,Effective Business Presentations with Powerpoint
1206,Python Project for Data Science
1207,Introduction to Management Consulting
1208,Firm Level Economics: Consumer and Producer Behavior
1209,Designing the Organization
1210,Intermediate Object-Oriented Programming for Unity Games
1211,Introduction to Python Programming
1212,Healthcare Data Models
1213,Storytelling and influencing: Communicate with impact
1214,"Image Segmentation, Filtering, and Region Analysis"
1215,"Defining Diversity, Equity and Inclusion in Organizations"
1216,Building a Data Science Team
1217,"Excel/VBA for Creative Problem Solving, Part 1"
1218,The Art of Negotiation
1219,Positive Psychology Specialization Project: Design Your Life for Well-being
1220,Managing Project Risks and Changes
1221,Renewable Energy Projects
1222,Multiple Regression Analysis in Public Health 
1223,Exploratory Data Analysis
1224,Decision-Making: Blending Art & Science
1225,Building Web Applications in Django
1226,Operations Analytics
1227,Java Programming: Build a Recommendation System
1228,Healthcare Organizations and the Health System
1229,Introduction to Supply Chain Finance & Blockchain Technology
1230,RPA Basics and Introduction to UiPath
1231,Symptom Management in Palliative Care
1232,User Experience: Research & Prototyping
1233,C for Everyone: Programming Fundamentals
1234,Executive Data Science Capstone
1235,Data Science Methodology
1236,Risk Management in Personal Finance
1237,Fashion Retail Transformation
1238,Leading Change in Health Informatics
1239,Apache Spark (TM) SQL for Data Analysts
1240,Financial Forecasting and Reporting
1241,Oracle Database Platform
1242,Building Resilient Streaming Analytics Systems on Google Cloud
1243,Web3 and Blockchain Transformations in Global Supply Chains
1244,Inventory Management
1245,Strategic Organization Design
1246,Accounting for Business Decision Making: Measurement and Operational Decisions
1247,Principles of Computing (Part 1)
1248,Reinforcement Learning for Trading Strategies
1249,Strategic Management
1250,Sustainable Consumption and Health
1251,Engineering Design Process with Autodesk Fusion 360
1252,"Photography Techniques: Light, Content, and Sharing"
1253,Algebra: Elementary to Advanced - Equations & Inequalities
1254,Introduction to Early Childhood
1255,Python Data Structures
1256,Construction Project Management
1257,Machine Learning Data Lifecycle in Production 
1258,Data Mining Project
1259,"Smart Analytics, Machine Learning, and AI on GCP 日本語版"
1260,Business English: Making Presentations
1261,High-Impact Business Writing
1262,Introduction to Power Electronics
1263,Advanced Portfolio Construction and Analysis with Python
1264,Mandarin Chinese 1: Chinese for Beginners
1265,What is Financial Accounting?
1266,Marketing Strategy Capstone Project
1267,Managing the Organization
1268,IoT Cloud
1269,"Forecasting, Budgeting, Territories, Evaluation and Legal/Ethical Issues"
1270,Hardware Description Languages for FPGA Design
1271,Hardware Security
1272,Business English: Final Project
1273,Online teaching: Using Zoom to connect with learners 
1274,Understanding User Needs
1275,More on Change and Sustainability
1276,Speaking and Presenting: Pitches and Persuasion
1277,Gestión del talento humano
1278,DFSS for the 6 σ Black Belt
1279,Spatial Analysis and Satellite Imagery in a GIS
1280,Product Management Essentials
1281,Take Your English Communication Skills to the Next Level
1282,Value-Based Care: Capstone Project
1283,Software Processes and Agile Practices
1284,Interview Research and Preparation
1285,Ready to Roll – The Video Production Process
1286,Operations and Patient Safety for Healthcare IT Staff
1287,Speaking and Presenting: Conversation Starters
1288,FinTech Disruptive Innovation: Implications for Society
1289,Six Sigma Principles 
1290,"Anatomy: Gastrointestinal, Reproductive and Endocrine Systems"
1291,Positioning: What you need for a successful Marketing Strategy
1292,Data Visualization with Tableau Project
1293,European Business Law: Understanding the Fundamentals
1294,"Positive Psychology: Character, Grit and Research Methods"
1295,Career Success Project
1296,Six Sigma Advanced Analyze Phase
1297,Questionnaire Design for Social Surveys
1298,Cybersecurity Compliance Framework & System Administration
1299,Introduction to Integrative Nursing
1300,Cloud Computing Law: Data Protection and Cybersecurity
1301, Advanced Topics in Derivative Pricing
1302,Molecular Evolution (Bioinformatics IV)
1303,Introduction to Mobile Development
1304,World Design for Video Games
1305,Physics 102 - Electric Potential and DC Circuits
1306,Why Smart Executives Fail: Common Mistakes & Warning Signs
1307,"FinTech: Foundations, Payments, and Regulations"
1308,Taking Safety and Quality Improvement Work to the Next Level (Patient Safety VII)
1309,Managing Change when Moving to Google Cloud
1310,Implementación del Marketing Mix Proyecto Capstone
1311,Guitar for Beginners
1312,Algebra: Elementary to Advanced - Polynomials and Roots
1313,Essential Google Cloud Infrastructure: Core Services
1314,Differential Equations for Engineers
1315,Natural Creativity
1316,Coaching Practices
1317,Digital Marketing Capstone
1318,Fundamentals of Graphic Design
1319,Working with Data
1320,The Growth Mindset
1321,"Surveillance Systems: Analysis, Dissemination, and Special Systems"
1322,Applied Data Science Capstone
1323,Introduction to R Programming for Data Science
1324,Creating Toolpaths for a CNC Lathe
1325,Retail Digital Supply Chain
1326,Foundations of Public Health Practice: The Public Health Approach
1327,Country Level Economics: Macroeconomic Variables and Markets
1328,Introduction to Biology: Ecology
1329,Guitar for Beginners
1330,Healthcare Marketplace Capstone
1331,Programming with JavaScript
1332,Object Oriented Programming in Java
1333,The Art of Music Production
1334,Wharton Business Foundations Capstone
1335,Major and Principal Gifts
1336,Six Sigma and the Organization (Advanced)
1337,Annual Campaigns: Building a Case for Support
1338,Google Cloud Fundamentals: Core Infrastructure
1339,Introduction to Corporate Finance
1340,Marketing: Customer Needs and Wants
1341,Finance of Mergers and Acquisitions: Designing an M&A Deal
1342,International B2B (Business to Business) Marketing
1343,Google Slides en Español
1344,Federal Taxation II: Property Transactions of Business Owners and Shareholders
1345,Genomic Data Science and Clustering (Bioinformatics V)
1346,Songwriting: Writing the Music
1347,Supply Chain Operations
1348,Six Sigma Advanced Improve and Control Phases
1349,Architecting with Google Kubernetes Engine: Workloads
1350,Data Science as a Field
1351,Network Analysis in Systems Biology
1352,Advanced Interviewing Techniques
1353,Bring Your Story to Life – Video Post-Production
1354,IoT Networking
1355,Agile Planning for Software Products
1356,Healthcare Data Literacy
1357,Understanding Financial Markets
1358,Applying Data Analytics in Marketing
1359,Statistics for Data Science with Python
1360,Managing an Agile Team
1361,"Excel/VBA for Creative Problem Solving, Part 2"
1362,Developing Data Models with LookML
1363,Teach English Now! Capstone Project 2
1364,Human Factors in AI
1365,Input and Interaction
1366,Six Sigma Advanced Define and Measure Phases
1367,Robotics: Estimation and Learning
1368,Networking in Google Cloud: Hybrid Connectivity and Network Management
1369,Intro to International Marketing
1370,Artificial Intelligence: An Overview
1371,Getting Started with Git and GitHub
1372,Understanding TikTok and Its Users
1373,Essential Design Principles for Tableau
1374,Effective Compliance Programs
1375,Customising your models with TensorFlow 2
1376,Healthcare Marketplace
1377,"Excel/VBA for Creative Problem Solving, Part 3 (Projects)"
1378,Supply Chain Management Strategy
1379,Accounting Analysis I: The Role of Accounting as an Information System
1380,Teaching Popular Music in the Classroom
1381,Managing Employee Performance
1382,Design your own trading strategy – Culminating Project
1383,Digital Media and Marketing Principles
1384,Introduction to Game Design
1385,Finding Mutations in DNA and Proteins (Bioinformatics VI)
1386,Experimental Methods in Systems Biology
1387,Supporting Families and Caregivers
1388,Introduction to Hardware and Operating Systems
1389,Introduction to Business Analytics with R
1390,Probability Theory: Foundation for Data Science
1391,Data Analysis with Python
1392,ESG Impact: Investor Perspective
1393,Prediction Models with Sports Data
1394,Planning your Client's Wealth over a 5-year Horizon
1395,Market Risk Management: Frameworks & Strategies
1396,Ethical Issues in Data Science
1397,Easing Physical Symptoms: It's Not Just Hospice Anymore
1398,Arranging for Songwriters
1399,Web Application Technologies and Django
1400,Solving Problems with Creative and Critical Thinking
1401,Sales Force Management
1402,"Professional development: Improve yourself, always"
1403,Financial Accounting Fundamentals
1404,Business Transformation with Google Cloud
1405,Lessons on Wisdom: Personal Leadership for Your Life
1406,Robotics: Computational Motion Planning
1407,The Role of Global Capital Markets
1408,Marketing on TikTok
1409,Identifying Patient Populations
1410,Fitting Statistical Models to Data with Python
1411,Positive Psychology: Martin E. P. Seligman’s Visionary Science
1412,Digitalisation in Space Research
1413,Perspective-Taking
1414,Drug Discovery 
1415,Battery Pack Balancing and Power Estimation
1416,Social Marketing Capstone Project
1417,"Musicianship: Chord Charts, Diatonic Chords, and Minor Keys"
1418,The Define Phase for the 6 σ Black Belt
1419,Capstone: Your Story
1420,SEL for Students: A Path to Social Emotional Well-Being
1421,Applied Machine Learning in Python
1422,Overview of Advanced Methods of Reinforcement Learning in Finance
1423,Teach English Now! Foundational Principles
1424,Statistical Inference for Estimation in Data Science
1425,Statistical Inference and Hypothesis Testing in Data Science Applications
1426,Cryptography
1427,Information Design
1428,Fashion Systems
1429,"Data Warehouse Concepts, Design, and Data Integration"
1430,"Developing AR/VR/MR/XR Apps with WebXR, Unity & Unreal"
1431,Brand Identity and Strategy
1432,"Conjunctions, Connectives, and Adverb Clauses"
1433,Introduction to CSS3
1434,Software Development Processes and Methodologies
1435,Introduction to Machine Learning in Sports Analytics
1436,Understanding and Visualizing Data with Python
1437,Managing Talent
1438,Analyzing and Visualizing Data in Looker
1439,Excel Fundamentals for Data Analysis
1440,"ETL and Data Pipelines with Shell, Airflow and Kafka"
1441,Analysis and Interpretation of Data
1442,Agile Leadership: Introduction to Change
1443,"Create video, audio and infographics for online learning "
1444,Singing Popular Music
1445,Investments I: Fundamentals of Performance Evaluation
1446,The Business of Product Management I
1447,Agile Software Development
1448,Applied Data Science for Data Analysts
1449,Financial Analysis of Scenarios and Decisions
1450,Functional Programming in Scala Capstone
1451,Understanding and Strengthening Health Systems
1452,Understanding Financial Statements: Company Performance
1453,Types of Conflict
1454,Content Strategy for Professionals: Engaging Audiences
1455,Big Data - Capstone Project
1456,Inferential Statistics
1457,Fundamentals of Scalable Data Science
1458,Uncommon Sense Teaching
1459,Delivery Problem
1460,Creating Behavioral Change
1461,Decentralized Applications (Dapps)
1462,Agile Meets Design Thinking
1463,Flight Mechanics - Anemobarometry
1464,Improving Communication Skills
1465,AI Workflow: Data Analysis and Hypothesis Testing
1466,Design Thinking: Discovery Tools
1467,Cognición encarnada
1468,Foundations of Red Hat Cloud-native Development
1469,Introduction to Artificial Intelligence (AI)
1470,Creating a Team Culture of Continuous Learning
1471,"Healthy Practices: Nutrition, Physical Activity, and Community and Family Participation"
1472,Financial Acumen for Non-Financial Managers
1473,"High Performance Collaboration: Leadership, Teamwork, and Negotiation"
1474,Linux System Programming and Introduction to Buildroot
1475,Fundamentals of Management
1476,"Engineering Project Management: Risk, Quality, Teams, and Procurement"
1477,Introduction to Corporate Finance
1478,Statistical Inference
1479,Financial Analysis of Organizations
1480,Game Design and Development 3: 3D Shooter
1481,Life Cycle Assessment
1482,Generative Deep Learning with TensorFlow
1483,Value-Based Care: Organizational Competencies
1484,AI Strategy and Governance
1485,Digital Product Management: Modern Fundamentals
1486,Negotiation skills: Negotiate and resolve conflict
1487,Managing Big Data with MySQL
1488,"Journalism, the future, and you!"
1489,Experiencing Design: Deepening Your Design Thinking Practice
1490,Successful Presentation
1491,Getting Started with Data Visualization in R
1492,Java Programming: Solving Problems with Software
1493,Simple Past Tense
1494,"Big Data, Artificial Intelligence, and Ethics"
1495,Supply Chain Analytics
1496,"Smart Analytics, Machine Learning, and AI on Google Cloud"
1497,Blockchain and Business
1498,Leading Positive Change through Appreciative Inquiry
1499,"Negotiation, Mediation, and Conflict Resolution - Capstone Project"
1500,Strategy Formulation
1501,Recording in Journals & Posting in Ledgers
1502,Competitive Strategy and Organization Design Project
1503,Enterprise Systems
1504,Success
1505,Bayesian Statistics: From Concept to Data Analysis
1506,Access Control Concepts
1507,Advanced Data Structures in Java
1508,Qualitative Data Collection Methods
1509,"Unsupervised Learning, Recommenders, Reinforcement Learning"
1510,Introduction to Business Analytics: Communicating with Data 
1511,Network Defense Essentials (NDE)
1512,Mastering the Software Engineering Interview
1513,SQL for Data Science
1514,Derivatives - Options & Futures
1515,Digital Signal Processing 1: Basic Concepts and Algorithms
1516,Finance for Managers
1517,Mandarin Chinese 3: Chinese for Beginners
1518,Innovating with Data and Google Cloud
1519,Creating Sounds for Electronic Music
1520,Qualitative Research
1521,Quantitative Foundations for International Business
1522,Project Management: Beyond planning and control
1523,"Imagery, Automation, and Applications"
1524,3D Printing Software
1525,Business English: Basics
1526,Python Basics
1527,"Conversations That Inspire: Coaching Learning, Leadership and Change"
1528,Corporate Strategy
1529,Introduction to Python for Cybersecurity 
1530,Preparing for AI-900: Microsoft Azure AI Fundamentals exam
1531,"Cloud Virtualization, Containers and APIs"
1532,Tools for Exploratory Data Analysis in Business
1533,Feature Engineering
1534,Leading People and Teams Capstone
1535,Developing a Leadership Framework
1536,Converter Control
1537,Copyright Law
1538,Version Control
1539,Inheritance and Data Structures in Java
1540,Business Strategies for Social Impact
1541,Command Line Tools for Genomic Data Science
1542,Build Basic Generative Adversarial Networks (GANs)
1543,Supply Chain Analytics Essentials
1544,"Modern Robotics, Course 2:  Robot Kinematics"
1545,Python for Active Defense
1546,Essentials of Palliative Care
1547,Mindfulness in Integrative Healthcare
1548,Python and Machine Learning for Asset Management 
1549,Essential Epidemiologic Tools for Public Health Practice
1550,La gestión de personas y equipos
1551,Digital Transformation of Financial Services - Capstone Project
1552,Transformational Leadership for Inclusive Innovation
1553,Getting Started With Application Development
1554,Managing an Agile Team
1555,Organisational behaviour: Know your people
1556,What is Data Science? 
1557,Managing Debt
1558,Concept Art for Video Games
1559,Optimizing Diversity on Teams
1560,Object-Oriented Data Structures in C++
1561,Animation with JavaScript and jQuery
1562,Summary Statistics in Public Health 
1563,Bayesian Statistics: Mixture Models
1564,"Introduction to Data, Signal, and Image Analysis with MATLAB"
1565,CUDA Advanced Libraries
1566,Project Execution and Control
1567,Gestión del canal de distribución y retailing    
1568,Advanced Data Visualization with R
1569,Apply Generative Adversarial Networks (GANs)
1570,Leading transformations: Manage change
1571,Excel Skills for Business: Advanced
1572,Competitive Strategy
1573,Introduction to Financial Engineering and Risk Management
1574,Integral Calculus and Numerical Analysis for Data Science
1575,Term-Structure and Credit Derivatives 
1576,Administración de Proyectos Project
1577,Computational Social Science Capstone Project
1578,Think Again III: How to Reason Inductively
1579,"Writing, Running, and Fixing Code in C"
1580,Cybersecurity Capstone Project
1581,Finance of Mergers and Acquisitions: Valuation and Pricing
1582,Intelligent Machining
1583,Developing an Agile Team
1584,Plant Bioinformatics Capstone
1585,Brand and Product Management
1586,Ethical Hacking Essentials (EHE)
1587,"Response Surfaces, Mixtures, and Model Building"
1588,"Python Project: pillow, tesseract, and opencv"
1589,Infonomics II: Business Information Management and Measurement
1590,Data Science with R - Capstone Project
1591,Credit Risk Management: Frameworks and Strategies
1592,Introduction to Genomic Technologies
1593,A Complete Reinforcement Learning System (Capstone)
1594,Engineering Project Management: Initiating and Planning
1595,Engineering Practices for Building Quality Software
1596,Capstone: Build a Winning Investment Portfolio
1597,Safety in the Utility Industry 
1598,AI Workflow: Feature Engineering and Bias Detection
1599,Database Management Essentials
1600,Jazz Improvisation
1601,"Providing Social, Emotional, Behavioral, and Special Education Services in School"
1602,Practical Machine Learning
1603,Salesforce Basics
1604,Design and Implementation of Digital Health Interventions 
1605,"Healthcare Data Security, Privacy, and Compliance"
1606,FinTech Security and Regulation (RegTech)
1607,3D Reconstruction - Multiple Viewpoints
1608,Manufacturing Process with Autodesk Fusion 360
1609,Business Analytics Capstone
1610,Organization Planning and Development for the 6 σ Black Belt
1611,Framework for Data Collection and Analysis
1612,Foundations for Big Data Analysis with SQL
1613,Grammar and Punctuation
1614,"Anatomy: Cardiovascular, Respiratory and Urinary Systems"
1615,Introduction to Cyber Attacks
1616,Business Metrics for Data-Driven Companies
1617,"Teach English Now! Second Language Reading, Writing, and Grammar "
1618,Product Cost and Investment Cash Flow Analysis 
1619,Intellectual Property in the Healthcare Industry
1620,"Java Programming: Arrays, Lists, and Structured Data"
1621,Marketing estratégico: claves para competir con éxito
1622,Channel Management and Retailing 
1623,Design Thinking: Insights to Inspiration 
1624,Accounting: Principles of Financial Accounting
1625,Databases and SQL for Data Science with Python
1626,Innovating with the Business Model Canvas
1627,Structuring Machine Learning Projects
1628,Developing An Entrepreneurial Mindset: First Step Towards Success 
1629,Python Classes and Inheritance
1630,"Engineering Project Management: Scope, Time and Cost Management"
1631,User Experience & Interaction Design for AR/VR/MR/XR
1632,"Cybersecurity Roles, Processes & Operating System Security"
1633,"Diversity, Equity, and Inclusion Best Practices for Managers"
1634,Microsoft Azure Machine Learning
1635,International Entertainment and Sports Marketing
1636,Data Manipulation in JavaScript
1637,Marketing Mix Fundamentals
1638,The Importance of Listening
1639,DevOps on AWS: Operate and Monitor
1640,Corruption
1641,Getting Started with Essay Writing
1642,Introduction to Neurohacking In R
1643,Oracle Database Foundations
1644,Managing Machine Learning Projects
1645,Digital Twins
1646,The Outcomes and Interventions of Health Informatics
1647,First Steps in Making the Business Case for Sustainability
1648,Building No-Code Apps with AppSheet: Foundations
1649,State Estimation and Localization for Self-Driving Cars
1650,Content Strategy for Professionals: Managing Content
1651,Features and Boundaries
1652,"Content, Advertising & Social IMC"
1653,"Everyday Excel, Part 2"
1654,Optical Efficiency and Resolution
1655,Healthcare Data Quality and Governance
1656,Relational Database Design
1657,Introduction to Data Science in Python
1658,Understanding Cancer Metastasis
1659,Interfacing with the Raspberry Pi
1660,Strategic Self-Marketing and Personal Branding
1661,Blockchain Opportunity Analysis
1662,"Python for Data Science, AI & Development"
1663,Object Oriented Programming in Java
1664,Project Initiation and Planning
1665,Accounting for Mergers and Acquisitions: Advanced Topics
1666,Work Smarter with Microsoft Excel
1667,Lean Software Development
1668,Linear Algebra for Machine Learning and Data Science
1669,Building Your Career in Music: Developing A Brand and Funding Your Music
1670,Ethics of Artificial Intelligence
1671,Innovation: From Creativity to Entrepreneurship Capstone
1672,Numerical Methods for Engineers
1673,Análisis de situaciones de negocio
1674,Camera and Imaging
1675,Strategic Management - Capstone Project
1676,A Crash Course in Data Science
1677,Digital Strategy and Business Opportunity
1678,Arranging for Songwriters
1679,Market Research and Consumer Behavior
1680,Entrepreneurship 2: Launching your Start-Up
1681,Data Collection and Processing with Python
1682,Introduction to Portfolio Construction and Analysis with Python
1683,Developing Data Products
1684,Capstone (React App)
1685,"Managing Asthma, Allergies, Diabetes, and Seizures in School"
1686,Sales Operations: Final Project
1687,Collaborate Effectively for Professional Success
1688,Setting the Stage for Success: An Eye on Safety Culture and Teamwork (Patient Safety II)
1689,Creative Writing: The Craft of Style
1690,Best Practices in Planning DE&I Interventions
1691,Wearable Technologies and Sports Analytics
1692,Organizational Behavior: How to Manage People
1693,Introduction to Object-Oriented Programming with Java
1694,Investment Banking: Financial Analysis and Valuation
1695,Advanced Content and Social Tactics to Optimize SEO
1696,CUDA at Scale for the Enterprise
1697,Predictive Modeling and Analytics 
1698,Robotics: Mobility
1699,Software Architecture
1700,Information Gathering and Vetting
1701,Women in Leadership: Inspiring Positive Change
1702,Creating Dashboards and Storytelling with Tableau
1703,Customer Value in Pricing Strategy
1704,Content Strategy for Professionals: Expanding Your Content’s Reach
1705,Management Skills for International Business
1706,Quality Improvement in Healthcare Organizations
1707,Cómputo evolutivo
1708,Game Design and Development 4: 3D Platformer
1709,Consonants of American English Pronunciation
1710,Introduction to Agile Development and Scrum
1711,Introduction to Blockchain Technologies
1712,Advanced Machine Learning and Signal Processing
1713,DevOps on AWS: Release and Deploy
1714,Elastic Google Cloud Infrastructure: Scaling and Automation
1715,Capstone: Analyzing (Social) Network Data
1716,Mathematics for Machine Learning: Multivariate Calculus
1717,Accounting: Principles of Financial Accounting
1718,Immunology: Adaptive Immune System
1719,Black-box and White-box Testing
1720,Mathematics for Machine Learning: PCA
1721,Machine Learning Foundations: A Case Study Approach
1722,Probability & Statistics for Machine Learning & Data Science
1723,Security Best Practices in Google Cloud
1724,Neural Networks and Deep Learning
1725,Intermediate Object-Oriented Programming for Unreal Games
1726,Getting Started with Data Warehousing and BI Analytics
1727,Linux Embedded System Topics and Projects
1728,Chinese for HSK 3 PART I
1729,Architecting with Google Kubernetes Engine: Production
1730,"Python for Data Science, AI & Development"
1731,Managing Security in Google Cloud
1732,Cloud Computing Law: Transactions
1733,"Graph Search, Shortest Paths, and Data Structures"
1734,Guided Tour of Machine Learning in Finance
1735,Databases and SQL for Data Science with Python
1736,Designing for Sustainment: Keeping Improvement Work on Track (Patient Safety IV)
1737,English for Effective  Business Writing
1738,Digital Marketing Analytics in Theory
1739,Introduction to UI Design
1740,Human-Centered Design for Inclusive Innovation
1741,Physics 102 - AC Circuits and Maxwell's Equations
1742,User Research and Design
1743,Tricky English Grammar
1744,Getting started with TensorFlow 2
1745,Supply Chain Sourcing
1746,The Power of Team Culture
1747,Introduction to the Internet of Things and Embedded Systems
1748,Foundations of Public Health Practice: Behaviour & Behaviour Change
1749,Investment Banking: M&A and Initial Public Offerings
1750,Inspiring Leadership through Emotional Intelligence
1751,Saving Money for the Future
1752,Advanced Learning Algorithms
1753,"Lending, Crowdfunding, and Modern Investing"
1754,Entrepreneurship II: Preparing for Launch
1755,Introduction to GIS Mapping
1756,Data Visualization and Communication with Tableau
1757,Combining Scrum with Other Agile Methodologies
1758,Chinese for HSK 1
1759,Introduction to Structured Query Language (SQL)
1760,Machine Learning Modeling Pipelines in Production
1761,Creative Writing: The Craft of Character
1762,SQL for Data Science with R
1763,Java Programming: Solving Problems with Software
1764,Evaluations of AI Applications in Healthcare
1765,Building Batch Data Pipelines on GCP 日本語版
1766,Infrastructure and Application Modernization with Google Cloud
1767,3D Model Creation with Autodesk Fusion 360
1768,Natural Language Processing with Sequence Models
1769,IoT Devices
1770,Digital Product Management: Modern Fundamentals
